"subject" "feat" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroMag-std()" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAccMag-mean()" "tGravityAccMag-std()"
6 "SITTING" -0.600337278670909 -0.598730586103636 -0.596544957370727 -0.602709344096364 -0.615834082990909 -0.621883086772727 -0.602884767394 -0.589074684 -0.586371188581818 -0.577477966752727 -0.581892989648 -0.554424021390909 -0.544082123692182 -0.496659518667273 -0.517215362079818 -0.584525447181818 -0.575047659254545 -0.559708197017636 -0.507350499363636 -0.516391396876364 -0.502799936941818 -0.516759888763636 -0.491409252109091 -0.490278937435818 -0.565142719308545 -0.592292795829091 -0.565572512254545 -0.502975959576364 -0.560864497654545 -0.536174896690909 -0.536871627998182 -0.540308734472727 -0.530219624830909 -0.571424670312727 -0.544246708426909 -0.574141830843636 -0.498899042909091 -0.511977790696364 -0.533312032945455 -0.557879276010909 -0.593103739814545 -0.599710096365455 -0.5979347375 -0.567635682218182 -0.572472007245455 -0.592071635427273 -0.610459969745455 -0.632012531050909 -0.650190637954545 -0.651785812801818 -0.643698601563636 -0.636703817245455 -0.638963779832727 -0.705216807794545 -0.704931168589091 -0.661705090009091 -0.689619445134545 -0.67463251596 -0.665133596901818 -0.640356214494545 -0.641794976723636 -0.643324816743636 -0.669357690621818 -0.65870945898 -0.676026054449455 -0.686780922032 -0.659097810963636 -0.559014107629091 -0.580315507916364 -0.617741946789636 -0.618264823750909 -0.573156884694727 -0.580315648090909 -0.589130386807273 -0.592124142923636 -0.580814495054545 -0.58923806034 -0.678256541181818 -0.634085905678182
6 "STANDING" -0.558474188105263 -0.544307483798246 -0.576373935698246 -0.554326356754386 -0.542116389438597 -0.554744450894737 -0.61465698141579 -0.590507045122807 -0.582411017140351 -0.637937982884211 -0.610910535175439 -0.631385878403509 -0.606042153491228 -0.61651525022807 -0.605556369495439 -0.60737222984386 -0.586027451324561 -0.631304832767368 -0.677123798475439 -0.635979938796491 -0.65576118635614 -0.645800372729825 -0.681625446361404 -0.665903928380702 -0.653607407499474 -0.667026131157895 -0.636797094517544 -0.691605226298246 -0.666832255375439 -0.668173553168421 -0.607234893838597 -0.614062306022807 -0.604818800191228 -0.605139892333333 -0.642499362787719 -0.64874937684386 -0.646112116314035 -0.628195080282456 -0.610650043263158 -0.677756188754386 -0.67802490044386 -0.666907689536842 -0.630456724649123 -0.646663595263158 -0.626195048019298 -0.603982184052632 -0.59991720547193 -0.587749158170175 -0.60609281497193 -0.605731116185965 -0.629791942017544 -0.549712725417544 -0.580956872491228 -0.516436590496491 -0.514931045112281 -0.618369587022807 -0.622077143315789 -0.634611978522807 -0.592723989968421 -0.611222794035088 -0.571901969192982 -0.550780573140351 -0.595232214792982 -0.573045286052632 -0.566854112152632 -0.576527976691228 -0.525187423578947 -0.579854625561404 -0.553844894842105 -0.555656087485965 -0.561070684853158 -0.631837314531579 -0.632128197964912 -0.632418622849123 -0.630614843905263 -0.605451691754386 -0.606517843 -0.515066113092982 -0.598281225105263
6 "LAYING" -0.587144831619298 -0.607030272380702 -0.58202698362807 -0.619411712910526 -0.669832727214035 -0.659643240649123 -0.635016488508772 -0.634700020259649 -0.618732072666667 -0.62279073645614 -0.655054534578947 -0.64351023192807 -0.647850521677193 -0.668402231350877 -0.644007037842105 -0.625627418807018 -0.661625305789474 -0.655953785003509 -0.606044014350877 -0.637614204452632 -0.6098266197 -0.624057149912281 -0.642195912157895 -0.632151748964912 -0.64008591452807 -0.595877992894737 -0.62985138505614 -0.647735307119298 -0.633997180417544 -0.667743828596491 -0.677380008394737 -0.721063862022807 -0.667110397245614 -0.618022419794737 -0.634836572707018 -0.617527144454386 -0.672826680792982 -0.65235598038421 -0.640776422118597 -0.633800495482456 -0.59125787392807 -0.588720886740351 -0.584997247819298 -0.549685016049123 -0.552137787596491 -0.495660967303509 -0.499867576912281 -0.499116790377193 -0.492266104964912 -0.469300653592982 -0.436411663064912 -0.551988882750877 -0.559301647432456 -0.559061292724561 -0.510410749521053 -0.46880161627193 -0.439051734419298 -0.446898117373684 -0.454157422175439 -0.463602496771754 -0.466626928350877 -0.504142882263158 -0.540819370140351 -0.553210765263158 -0.557795413985965 -0.524939244403509 -0.557451296754386 -0.568188384503509 -0.56023271757193 -0.536459454703509 -0.547473887175439 -0.562700006214035 -0.535299933870175 -0.523447642780702 -0.572777178982456 -0.536228483263158 -0.520970475087719 -0.56238842895614 -0.53186194897
7 "WALKING" -0.107284996240526 -0.0979683434082456 -0.0907253269129825 -0.129223159580702 -0.140941749031579 -0.133139588468421 -0.122515390538596 -0.124933813584211 -0.106016535873333 -0.129927007085965 -0.134348553215789 -0.123657554350877 -0.163051486847368 -0.151181039140351 -0.170560950230877 -0.13751891336807 -0.161466023058246 -0.153645767452632 -0.138176787217895 -0.17071689777193 -0.160971808817544 -0.170943925996491 -0.180256790147368 -0.170300258592456 -0.199868485282456 -0.176383185421053 -0.184270417352632 -0.164997337236842 -0.182454800984211 -0.175249060452105 -0.166471233842105 -0.137557667175439 -0.168258954284211 -0.155390201556596 -0.143864887135088 -0.138158460070175 -0.156796348570175 -0.156105621549123 -0.17574933717193 -0.169664309333333 -0.155670001057895 -0.185964557322807 -0.175657281557 -0.151266225859649 -0.186010793547368 -0.173577315521053 -0.180780348278947 -0.161790750405263 -0.180165279824561 -0.190527551035088 -0.174658924263158 -0.118274948749123 -0.103475320482456 -0.100433101063509 -0.111612067314035 -0.167468591368421 -0.151650604577193 -0.159490250384211 -0.161349984005263 -0.179681519173684 -0.173284801263158 -0.159175269938596 -0.155230286950877 -0.157578565226316 -0.157634351789474 -0.160921619957895 -0.169564196515789 -0.129664647565965 -0.137551673077193 -0.132076163166667 -0.141106400705263 -0.179491492989474 -0.189237241725263 -0.162995520596667 -0.155819331849123 -0.191950883631579 -0.18806024557193 -0.128233688775439 -0.105864123649123
7 "WALKING_UPSTAIRS" -0.359219188941176 -0.370059426058824 -0.367970209294706 -0.385704696921569 -0.379508369992157 -0.405506445431373 -0.361320706886274 -0.356149070198039 -0.366716451490196 -0.417225239652941 -0.400660772945098 -0.40881532027451 -0.366743711960784 -0.375329437215686 -0.375332823984314 -0.39842904927451 -0.36766874754902 -0.335876078196078 -0.364680241705882 -0.328583206784314 -0.355997481392157 -0.341299244980392 -0.32326578467451 -0.358751024739216 -0.307348472333333 -0.314889289235294 -0.277668472588235 -0.316718280417647 -0.316941211001961 -0.326077190058824 -0.35538146154902 -0.35427936025098 -0.359672314098039 -0.354739399313726 -0.354619604276471 -0.359252668921569 -0.367193179 -0.380525089039216 -0.367239568098039 -0.317364838411765 -0.367692702901961 -0.361084367764706 -0.33323151945098 -0.318349094715686 -0.305954759907843 -0.276972652529412 -0.249534916509804 -0.256732208807843 -0.311167358333333 -0.3221893003 -0.30039306535098 -0.362603167196078 -0.391830169078431 -0.354621637686275 -0.343355363705882 -0.322730792490196 -0.317094145509804 -0.349432795254902 -0.337016697980392 -0.350612409370588 -0.306372923313726 -0.283350319556863 -0.306673034078431 -0.324456991084314 -0.32122540845098 -0.364299879023529 -0.325666886588235 -0.365039033693922 -0.367698047998039 -0.395742693794118 -0.344298153235294 -0.326855295745098 -0.298076368235294 -0.308489408235294 -0.288074780621 -0.300819099784314 -0.32879642214902 -0.347649055333333 -0.387606703607843
7 "WALKING_DOWNSTAIRS" -0.159924409531915 -0.161741694070213 -0.150025989731915 -0.130317377657447 -0.138466888530426 -0.15013286843617 -0.141487905021277 -0.156477101212766 -0.146847145121277 -0.159820029497872 -0.118155536304255 -0.155245482765957 -0.0945546433255319 -0.0857246871978723 -0.156475001419149 -0.133886707957447 -0.166158344055319 -0.167295893510638 -0.143730827974255 -0.154157014682979 -0.18057773756234 -0.130492213044681 -0.169531693093617 -0.168581571697872 -0.129811717202128 -0.131222226202128 -0.148144146751702 -0.130490038960638 -0.114598111351064 -0.129905383974468 -0.20014820907234 -0.158429912391489 -0.165109231253191 -0.179384398765957 -0.177488645742553 -0.125689466119149 -0.202322328170213 -0.16971600446383 -0.175721264726596 -0.119927629342553 -0.134017837550213 -0.160817822114894 -0.118764225929787 -0.147409706851064 -0.175169706404255 -0.173893220176596 -0.165013092255319 -0.210526996659574 -0.200392564234043 -0.196368799630426 -0.161994605255319 -0.152375246595745 -0.149829957787234 -0.155903487078723 -0.188474718778723 -0.140657858953404 -0.129399113510638 -0.123435871338298 -0.166337603261702 -0.143763683851064 -0.190704268851064 -0.196450200080851 -0.195936939140426 -0.176844292247872 -0.129131944565957 -0.137082816561702 -0.117317526538298 -0.113795296621277 -0.127850870808511 -0.132605669910638 -0.123360901595745 -0.162975776148936 -0.179378978246809 -0.155523927680851 -0.128209271938298 -0.111799756617021 -0.139641022340426 -0.179441513510638 -0.169558103112766
7 "SITTING" -0.5510480481875 -0.594709406270833 -0.609082067291667 -0.638867806214792 -0.613167018333333 -0.6606063150625 -0.596347567775833 -0.598664940858333 -0.575835341410417 -0.656381846395833 -0.638035016825 -0.6028143793 -0.557366377516667 -0.522923194852083 -0.5315488623125 -0.6037515764875 -0.5311546236625 -0.5469287238 -0.6080367715625 -0.4884249031875 -0.566154393995833 -0.565689545327083 -0.541734946235833 -0.571370129975 -0.517528399427083 -0.591434913665625 -0.482024226091667 -0.519374565896875 -0.49218103955625 -0.487499542079167 -0.499280175602083 -0.455372351749583 -0.4752854148125 -0.5877166261875 -0.583377392270833 -0.6174400486125 -0.50242413148125 -0.579259483229167 -0.591285807189583 -0.61598720366875 -0.603543885360417 -0.591299511520833 -0.577812986341667 -0.53556054419375 -0.600727514625 -0.617915972833333 -0.645604773279167 -0.6413563508125 -0.6749599641375 -0.667613515729167 -0.718665659097917 -0.66076320984375 -0.678575910041667 -0.676204059375 -0.696172958402083 -0.7166890245625 -0.657936882477292 -0.716008686397917 -0.706628076352083 -0.66945576278125 -0.637438919416667 -0.616988074783333 -0.605658733858333 -0.615334791916667 -0.61080580003125 -0.645778630685417 -0.665988247916667 -0.659507300264792 -0.579775915583333 -0.645522794104167 -0.66315281274 -0.593580823666667 -0.60483973484375 -0.58436647009375 -0.554428605372917 -0.593240331977083 -0.592402651975 -0.711235516916667 -0.637972083541667
7 "STANDING" -0.624635499664151 -0.575868094150943 -0.601395033683019 -0.565206932135849 -0.534612984156604 -0.509109413490566 -0.595638178257623 -0.612563256981132 -0.574089868396226 -0.514727084407547 -0.540719742320755 -0.600576810245283 -0.570909051792453 -0.609692258269811 -0.590208475379245 -0.566425108966038 -0.60435403354717 -0.592371243284717 -0.632948110528302 -0.664155444616981 -0.679936515079245 -0.642378080928302 -0.68807854624717 -0.662376740539623 -0.676961175735849 -0.661130179483019 -0.673778877216981 -0.686107545433962 -0.704367777690566 -0.722963058169811 -0.641587287643396 -0.62025795059434 -0.615034301235849 -0.578703788639623 -0.598173979820755 -0.599724939745283 -0.596872885411321 -0.594705610290566 -0.596482225161132 -0.662225326735849 -0.643093158066038 -0.663668508875472 -0.68597393574717 -0.689909301603774 -0.691684331641509 -0.602997112433962 -0.637412420824528 -0.606539639392453 -0.613399249160377 -0.592466636584585 -0.5847054473 -0.505984565164151 -0.513795154209434 -0.577817824539623 -0.545190620786792 -0.635116591626415 -0.632994846798113 -0.643195972303585 -0.650851557603774 -0.669526432566038 -0.624230367924528 -0.675513508603774 -0.659021556273585 -0.629510334707547 -0.629880583890566 -0.594028840749057 -0.598301260624528 -0.555810682188679 -0.591174018298113 -0.548535251658491 -0.556398156169811 -0.72874165345283 -0.707102760539623 -0.690820633754717 -0.71021102447 -0.682511842007547 -0.667481678773585 -0.523695596009434 -0.518824341449057
7 "LAYING" -0.633368481375 -0.654636256076923 -0.676645343884615 -0.644880599469231 -0.638688689328846 -0.662658321361538 -0.713533736196154 -0.716840539663462 -0.659922279005769 -0.640635027961538 -0.648788462057692 -0.619844888948077 -0.644303210257692 -0.704541545326923 -0.705838735711538 -0.638768005225 -0.678569668055769 -0.658604041346154 -0.645254130205769 -0.655094580319231 -0.630284293332692 -0.636697597555769 -0.695838446751923 -0.663893846805769 -0.620517166701923 -0.628562148125 -0.643213223478846 -0.668614483653846 -0.6646188702 -0.670824603057692 -0.690332128544231 -0.707829791807692 -0.712208682230769 -0.628089952501923 -0.633161168209038 -0.636906178363462 -0.661579476115385 -0.6677743712 -0.653698658442308 -0.630663949282692 -0.595270315617308 -0.570204274480769 -0.586670651167308 -0.595162157819231 -0.590081458382885 -0.603339626038462 -0.617876222442308 -0.623125414173077 -0.565574551190385 -0.544245565730769 -0.485225855832692 -0.583230088865385 -0.599759501698077 -0.596081366505962 -0.555694671234615 -0.522245902903846 -0.549902721211538 -0.506525289519231 -0.500488819292308 -0.480539328884615 -0.507748685132692 -0.560240400434615 -0.525537888592308 -0.532099942144231 -0.584448746177308 -0.587061473538461 -0.594745303475 -0.644723107798077 -0.628316262326923 -0.608394985761538 -0.655028444076923 -0.591540668730769 -0.590140764326923 -0.605301169769231 -0.623685714019231 -0.610808149026923 -0.585642145442308 -0.549921393742308 -0.555549607957692
8 "WALKING" -0.171235982589583 -0.190035588166667 -0.208763619207917 -0.223559787729167 -0.181838018666667 -0.171979475708333 -0.2338046691875 -0.209950194666667 -0.201259518166667 -0.172021866291667 -0.177921750254167 -0.210883811739583 -0.198264327270833 -0.193247950729167 -0.1505515635 -0.224471429166667 -0.2175635125625 -0.199704020666667 -0.144374895460208 -0.1385961475125 -0.157660460333333 -0.135329089216667 -0.117481660897917 -0.126897490833333 -0.145107618541667 -0.152802438520833 -0.156564873933333 -0.153885706584937 -0.14782536896875 -0.148411302916667 -0.169158883933333 -0.168522469166667 -0.202285925355833 -0.168534596758333 -0.171279380077083 -0.1666249405625 -0.197507998860417 -0.192507802229167 -0.191459861420833 -0.140404351416667 -0.141406385354167 -0.156240947995833 -0.16757436466875 -0.147745598772917 -0.121681048852083 -0.1379051346875 -0.0852711373020833 -0.106518726708333 -0.090463450125 -0.0852154683208333 -0.111609965141667 -0.135876071970833 -0.149022457779167 -0.101583062479167 -0.143848889770833 -0.0974378506645833 -0.06585799489375 -0.110872623891667 -0.103558486375 -0.0934504674583333 -0.117093384291667 -0.088193860085 -0.075870407170625 -0.0656558445791667 -0.0780591100020833 -0.09485910090625 -0.105311236416667 -0.179119845375 -0.1484640655 -0.171368920395833 -0.177849350175625 -0.13370453081875 -0.113558983854167 -0.0826290581825 -0.0909766761458333 -0.11568922699375 -0.105858302975 -0.146342572708333 -0.135388388
8 "WALKING_UPSTAIRS" -0.103033141878049 -0.0989647105853659 -0.130395732241463 -0.121336612321951 -0.172798338195122 -0.187606204390244 -0.132001229687805 -0.095782380795122 -0.105812331243902 -0.151482535460976 -0.127185711970732 -0.116210804170732 -0.122013246592683 -0.109522643853659 -0.0596947956002439 -0.0965516180712195 -0.124540112358049 -0.105828246341463 -0.132800410517073 -0.112872170173171 -0.0523456463926829 -0.0809447627731707 -0.143812401170732 -0.150738227560976 -0.155490713385366 -0.178639329441463 -0.160559871634146 -0.1303225 -0.154811525707317 -0.115019260170732 -0.0490640375170732 -0.101690644909756 -0.0797412265073171 -0.089317854902439 -0.0884082461951219 -0.150946636995122 -0.0873351366365854 -0.085728833902439 -0.0532704567317073 -0.183696268146341 -0.182688274017073 -0.166564823682927 -0.204745579760976 -0.223786499853659 -0.224672660268293 -0.186741875253659 -0.196239224534146 -0.181085597046341 -0.193009145582927 -0.227690054487805 -0.183215380146341 -0.161507564717073 -0.149191341390244 -0.0872856084390244 -0.0996793071170732 -0.195029964987805 -0.222699187541463 -0.217946904097561 -0.225643775460976 -0.20628554802439 -0.184380375278049 -0.152085917853659 -0.143130891090244 -0.133161062609756 -0.133045385341463 -0.113553946243902 -0.110401245158537 -0.0717066167268293 -0.0660561830121951 -0.176092146268293 -0.123918337017073 -0.166370176219512 -0.180914167821951 -0.187940225853659 -0.192493185280488 -0.215087995314634 -0.209062154365854 -0.107285434258537 -0.100897233580488
8 "WALKING_DOWNSTAIRS" 0.0261180362631579 0.0294399957368421 0.0465385306226316 0.0670949421842105 0.107181100763158 0.088017903631579 0.0307333505184211 0.0256482760368421 0.04341920395 0.0552067797947368 0.00652747071052631 -0.0116021701052632 -0.0331225868947368 -0.0105245230526316 -0.0135134169789474 -0.00763506664736842 0.0418370257473684 -0.0121928600263158 -0.0117333698973684 -0.0211922705842105 -0.00789622321578947 -0.0277405676842105 -0.0397686435789474 -0.0357947268157895 -0.0249119892368421 -0.0370048262 -0.0691010431842105 -0.0181228427631579 0.00382392315526316 -0.00198848384210526 -0.040508560618421 -0.0537169228289474 -0.0301755968947368 -0.0192491499210526 -0.0233308650078947 0.0414110806210526 -0.0277929994605263 0.00250090272894737 -0.000570518499999999 -0.0107762082947368 -0.0168612085868421 -0.0351501638526316 -0.0215665011842105 -0.0172115448631579 0.00115990031315789 -0.0270977159842105 -0.00656237468947368 0.0413588177705263 0.0189039162973684 0.0230306197368421 0.0340078967578947 0.0295948496578947 0.0170836781578947 -0.0484188310578947 0.00176424773921053 0.0240735458 -0.00457084055263158 0.00823046436052632 0.0120487037368421 0.0389848666842105 0.0316733828236842 0.00857745188421053 -0.00743891374736842 -0.0494511330447368 -0.0532469994631579 -0.0364972288684211 -0.0242190052068421 -0.00821652694736842 0.0166668070868421 0.0607476838394737 0.0543495493868421 0.0100297760263158 -0.0331476816578947 -0.00159797920868421 0.0300252568336842 0.0348366243947368 0.0135482363868421 -0.0187177241947368 0.000258631894736845
8 "SITTING" -0.553351425865217 -0.551041258815217 -0.496557438526087 -0.496051264036957 -0.496463053432609 -0.536191299834783 -0.510333225326087 -0.488011541715217 -0.470777050217391 -0.522842083391304 -0.579460911902174 -0.554482562021739 -0.528025601434783 -0.554040655173913 -0.538031727434783 -0.60788634876087 -0.574363977673913 -0.546299913456522 -0.6698661895 -0.644088679282609 -0.660520073178044 -0.623300544163043 -0.604318225154348 -0.628508114628261 -0.610578604515435 -0.63666792573913 -0.661232502706522 -0.586432042408696 -0.6033497045 -0.616904034502174 -0.535280072565217 -0.547191146847826 -0.519378744142565 -0.615830793580435 -0.61593519726087 -0.648019521506522 -0.525681859145652 -0.548200515565217 -0.579701944630435 -0.640265877795652 -0.671485993304348 -0.720818385228261 -0.738962620913043 -0.730413940828913 -0.684339918186956 -0.611264118184783 -0.602821355847826 -0.609630585878261 -0.649192212428478 -0.6261502123 -0.672682461802174 -0.617053742419565 -0.597727552915217 -0.53251737293913 -0.55868762998913 -0.66623153465 -0.647549747652174 -0.665211003847826 -0.687230766586956 -0.644288407615217 -0.661521367013043 -0.609935554155652 -0.564796966284783 -0.529763629963043 -0.60480880526087 -0.56312276165 -0.555517681834783 -0.596625645934783 -0.562725169990435 -0.615336117065217 -0.564163314936087 -0.696039652973913 -0.68253212186087 -0.665577746347826 -0.687048354758696 -0.646302693078261 -0.634672893993478 -0.5720641455 -0.580931293851087
8 "STANDING" -0.607161192166667 -0.580072286851852 -0.607212662216667 -0.613434142212963 -0.62944385437037 -0.647056421681481 -0.572730274044444 -0.607708266462963 -0.655474646433333 -0.646506871055556 -0.655833102968518 -0.671461538498148 -0.700595720351852 -0.667111650877222 -0.679104373887037 -0.643442033394445 -0.679575763 -0.68587208767037 -0.596821822944444 -0.62356152985 -0.595404357711111 -0.608475881094444 -0.607795664666667 -0.635867664944444 -0.628018152740741 -0.638820709111111 -0.635695835531481 -0.613034845759259 -0.647637182783333 -0.655042664203704 -0.661805167698148 -0.675771000827778 -0.681525873038889 -0.625676704924074 -0.60127925237037 -0.631095062572222 -0.650406257185185 -0.613327816894444 -0.600333877007407 -0.627656168688889 -0.63535382912963 -0.629629458018519 -0.587206936796296 -0.576334856364815 -0.560687130316667 -0.582080633081482 -0.554350738777778 -0.590393740551852 -0.547636133048148 -0.584535140842593 -0.527056644703704 -0.585209908148148 -0.609628334387037 -0.667035483685185 -0.63634387962963 -0.51765661777037 -0.538443196611111 -0.487085549240741 -0.482366335975926 -0.522144973924074 -0.530590470277778 -0.57264529337037 -0.579641251244444 -0.596113109848148 -0.575932557518519 -0.639285935555556 -0.633636898268519 -0.572721598301852 -0.603303073302202 -0.583820011818519 -0.561363722259259 -0.572089033462963 -0.588776136440185 -0.55675223312963 -0.548563415448148 -0.552677161951111 -0.572130590787037 -0.59699366447037 -0.61041907312963
8 "LAYING" -0.629379209312963 -0.632297670027778 -0.623121595348148 -0.659829266618518 -0.626130833585185 -0.636038880825926 -0.630085449487037 -0.677424882035185 -0.657861776457407 -0.647134391084074 -0.598989657327037 -0.661433166685185 -0.645366805301852 -0.654884002021296 -0.629820927943889 -0.651806083127593 -0.637648934787037 -0.635284748137037 -0.543105496355556 -0.552519058388889 -0.546925929666667 -0.518379223407407 -0.540349170096296 -0.534801781833333 -0.573662762833333 -0.573669587277778 -0.562934206277778 -0.532863199314815 -0.553750010166667 -0.514985400107407 -0.640085882622222 -0.576939924935185 -0.593042073164815 -0.574677455327778 -0.544206061472222 -0.522750563377778 -0.582690886333333 -0.584594834137037 -0.568079186685185 -0.562594973111111 -0.491363304851852 -0.478389796796296 -0.466580134981481 -0.539707499277037 -0.535368406985185 -0.569951739463519 -0.579156011537037 -0.559707197864815 -0.542049981851852 -0.560207664266667 -0.545363285518519 -0.642500565907407 -0.617305577907407 -0.661018170509259 -0.680605958018519 -0.573031940942593 -0.603829848538889 -0.626832794940741 -0.63241124087037 -0.643468728907407 -0.657207945714815 -0.647007065412222 -0.655274811301852 -0.650938181455556 -0.645170492611111 -0.685958348314815 -0.676215891707407 -0.620900946418519 -0.622302846844444 -0.620599663435185 -0.632021619185185 -0.531966048035185 -0.536487762277778 -0.557738682140741 -0.517562237685185 -0.552352395968518 -0.540513895262963 -0.648176642796296 -0.652214619425926
9 "WALKING" -0.262368785575 -0.254706314693654 -0.296424703717308 -0.28917745255 -0.246498133157692 -0.263524922094231 -0.290234484673077 -0.275012637590385 -0.285324481094231 -0.257116459346154 -0.292053681126923 -0.294044907909615 -0.305631540615385 -0.311021574653846 -0.301728855623962 -0.288158419711538 -0.286263033173077 -0.315248633248077 -0.279094194176923 -0.260108120071923 -0.264656844851538 -0.271018102344231 -0.305479433 -0.286019031271154 -0.2532283985 -0.264331299990385 -0.257723561792308 -0.294877743807692 -0.28159391855 -0.262695106301923 -0.255800010093462 -0.271895648339038 -0.292349930171154 -0.275288173796154 -0.253349575134615 -0.273274504001923 -0.270747984326923 -0.286430390365385 -0.268831549326731 -0.242318699178846 -0.253691327515385 -0.255228798015385 -0.2403474035 -0.252166273346154 -0.248094623134615 -0.228069573038462 -0.234930518659615 -0.227455942315385 -0.232657305232692 -0.223545210623077 -0.180021151780769 -0.233790202903846 -0.243028792403846 -0.213683881675 -0.203942854409615 -0.182471350956519 -0.174739473063462 -0.188840370582692 -0.234491167173077 -0.201304319696154 -0.236669231274615 -0.231346716107308 -0.231140801473077 -0.253573345125 -0.230860729469231 -0.206579234682692 -0.206677972390385 -0.229405808123077 -0.256343912798077 -0.229498810914538 -0.251860382240385 -0.248416687538462 -0.273621631093269 -0.225682820540385 -0.211475811807692 -0.255614310172885 -0.240501788180769 -0.214441738373077 -0.201576833336538
9 "WALKING_UPSTAIRS" -0.36629595584898 -0.318286758891837 -0.311753763912245 -0.280221107653061 -0.297263089910204 -0.298358077469388 -0.325136002897959 -0.249326814244898 -0.27916226532449 -0.298140752677551 -0.343610530163265 -0.321015039078592 -0.316071241328571 -0.311734482122449 -0.31524916297551 -0.380394408355102 -0.370089523389796 -0.367883918367347 -0.319025950959184 -0.350684419102041 -0.345757426959184 -0.376614792918367 -0.400993947530612 -0.375028884979592 -0.312348831918367 -0.301677212244898 -0.293289266469388 -0.380287720510204 -0.331224161387755 -0.341596263102041 -0.265845492573469 -0.293488734759184 -0.23630451682449 -0.26410576037102 -0.327522317312245 -0.338160294244898 -0.213724335249592 -0.220608784479592 -0.262929885979592 -0.310497203510204 -0.371819269146939 -0.390567719326531 -0.354578790346939 -0.390925500428571 -0.392875922918367 -0.402256791714286 -0.405804370226531 -0.388172853122449 -0.343200873189796 -0.386703386410204 -0.375711515710204 -0.345757260959184 -0.329637691040816 -0.253752463069184 -0.305044959938776 -0.382884745612245 -0.405819674871429 -0.383610697959184 -0.433320664938776 -0.412371759183673 -0.403611338040816 -0.385910109428571 -0.367243311020408 -0.295766955306122 -0.306930261346939 -0.266394688135714 -0.263468441938775 -0.421906071897959 -0.389147452493878 -0.346797625285714 -0.378719073734694 -0.389930607102041 -0.439201302632653 -0.38874587725102 -0.382044131889796 -0.340378575346939 -0.367728984653061 -0.3394847608 -0.327827281589388
